code_grade_NEG;code_etat_grade;libelle_grade_NEG;code_FP;code_grade_NEG_rempl;date_supp_remp_grille;code_etat_grade_rempl;libelle_grade_NEG_rempl
0573;8;TECHNICIEN SUPER PRINC (ADJ CAD TECH CL SUP)(A P DE PARIS);610;0997;26/01/2012;1;TECHNICIEN SUPERIEUR HOSP 1ERE CL (3EME GR)
0582;8;DIRECTEUR DEUXIEME CLASSE ETS SANITAIRES ET SOCIAUX;510;0677;01/01/2002;8;DIRECTEUR CL NORMALE ETS SANITAIRES-SOCIAUX
0583;8;DIRECTEUR PREMIERE CLASSE ETS SANITAIRES ET SOCIAUX;510;0677;01/01/2002;8;DIRECTEUR CL NORMALE ETS SANITAIRES-SOCIAUX
0584;8;DIRECTEUR HORS CLASSE ETS SANITAIRES ET SOCIAUX;510;0678;01/01/2002;8;DIRECTEUR HORS CLASSE ETS SANITAIRES-SOCIAUX
0586;8;REDACTEUR CHEF(*);110;0527;01/01/1997;8;REDACTEUR CHEF
0586;8;REDACTEUR CHEF(*);110;0602;01/01/1997;1;REDACTEUR CHEF (ECHELONS PROVISOIRES)
0590;8;AGENT D'ANIMATION;110;0591;03/11/2005;8;AGENT D'ANIMATION QUALIFIE
0591;8;AGENT D'ANIMATION QUALIFIE;110;0797;01/11/2006;1;ADJOINT D'ANIMATION DE 2EME CLASSE
0592;8;ADJOINT D'ANIMATION;110;0798;01/11/2006;1;ADJOINT D'ANIMATION DE 1ERE CLASSE
0594;8;ADJOINT D'ANIMATION QUALIFIE;110;0799;01/11/2006;1;ADJOINT D'ANIMATION PRINCIPAL DE 2EME CLASSE
0595;8;ADJOINT D'ANIMATION PRINCIPAL;110;0805;01/11/2006;1;ADJOINT D'ANIMATION PRINCIPAL DE 1ERE CLASSE
0596;8;ANIMATEUR;110;0971;01/06/2011;1;ANIMATEUR (1ER GRADE)
0597;8;ANIMATEUR PRINCIPAL;110;0972;01/06/2011;1;ANIMATEUR PRINCIPAL DE 2EME CL (2EME GRADE)
0598;8;ANIMATEUR CHEF;110;0973;01/06/2011;1;ANIMATEUR PRINCIPAL DE 1ERE CL (3EME GRADE)
0614;8;AIDE SOIGNANT CL EXCEPT (E05);510;0841;31/12/2008;1;AIDE SOIGNANT CL EXCEPT (E06)
0621;8;AUX PUERICULTURE CL EXCEPT (E05)(AIDE SOIGNANT);510;0844;31/12/2008;1;AUXILIAIRE PUERICULTURE CL EXCEPT (E06 AIDE SOIGNANT)
0622;8;AIDE MEDICO PSYCHO CL EXCEPT (E05)(AIDE SOIGNANT);510;0847;31/12/2008;1;AIDE MEDICO PSYCHO CL EXCEPT (E06 AIDE SOIGNANT)
0625;8;GARDIEN D IMMEUBLE;110;0793;01/11/2006;1;ADJOINT TECHNIQUE DE 2EME CLASSE
0626;8;GARDIEN D IMMEUBLE QUALIFIE;110;0794;01/11/2006;1;ADJOINT TECHNIQUE DE 1ERE CLASSE
0627;8;GARDIEN D IMMEUBLE PRINCIPAL;110;0795;01/11/2006;1;ADJOINT TECHNIQUE PRINCIPAL DE 2EME CLASSE
0628;8;GARDIEN D IMMEUBLE EN CHEF;110;0796;01/11/2006;1;ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE
0634;8;CHEF DE SERVICE POLICE MUNICIPALE CL NORMALE;110;0968;01/05/2011;1;CHEF DE SERVICE POLICE MUNICIPALE (1ER GRADE)
0635;8;CHEF DE SERVICE POLICE MUNICIPALE CL SUPERIEURE;110;0969;01/05/2011;1;CHEF DE SERVICE PRINC 2EME CL POLICE MUNICIPALE (2EME GRADE)
0636;8;CHEF DE SERVICE POLICE MUNICIPALE CL EXEPTIONNELLE;110;0970;01/05/2011;1;CHEF DE SERVICE PRINC 1ERE CL POLICE MUNICIPALE (3EME GRADE)
0637;8;AUXILIAIRE DE SOINS CHEF;110;0817;01/11/2006;1;AUXILIAIRE DE SOINS PRINCIPAL DE 2EME CLASSE
0638;8;AUXILIAIRE DE PUERICULTURE CHEF;110;0814;01/11/2006;1;AUXILIAIRE DE PUERICULTURE PRINCIPAL DE 2EME CLASSE
0658;8;PREPARATEUR EN PHARMACIE SURVEILLANT;510;0692;31/12/2003;1;PREPARATEUR EN PHARMACIE CADRE DE SANTE (*)
0662;8;MAJOR *SANS MAJORATION;110;1013;01/05/2012;1;LIEUTENANT 2EME CL * SANS MAJORATION
0665;8;LIEUTENANT *SANS MAJORATION*;110;1015;01/05/2012;1;LIEUTENANT 1ERE CL * SANS MAJORATION
0669;8;ATTACHE PRINCIPAL DE 2EME CLASSE;510;0852;01/07/2007;1;ATTACHE PRINCIPAL
0670;8;ATTACHE PRINCIPAL DE 1ERE CLASSE;510;0852;01/07/2007;1;ATTACHE PRINCIPAL
0671;8;;510;1115;27/12/2014;1;SAGE FEMME 1ER GR
0672;8;;510;1115;27/12/2014;1;SAGE FEMME 1ER GR
0673;8;;510;1116;27/12/2014;1;SAGE FEMME 2EME GR (CAT SEDENTAIRE/ACTIVE)
0674;8;;510;1116;27/12/2014;1;SAGE FEMME 2EME GR (CAT SEDENTAIRE/ACTIVE)
0675;8;DIRECTEUR CL NORMALE ETS SOCIAUX/MEDICO-SOCIAUX;510;0917;01/01/2008;1;PERSONNEL DE DIRECT CL NORM ETS SANIT SOC ET MED SOC
0676;8;DIRECTEUR HORS CL ETS SOCIAUX/MEDICO-SOCIAUX;510;0918;01/01/2008;1;PERSONNEL DE DIRECT HORS CL ETS SANIT SOC ET MED SOC
0677;8;DIRECTEUR CL NORMALE ETS SANITAIRES-SOCIAUX;510;0917;01/01/2008;1;PERSONNEL DE DIRECT CL NORM ETS SANIT SOC ET MED SOC
0678;8;DIRECTEUR HORS CLASSE ETS SANITAIRES-SOCIAUX;510;0918;01/01/2008;1;PERSONNEL DE DIRECT HORS CL ETS SANIT SOC ET MED SOC
0710;8;DIRECTEUR DES SOINS DE DEUXIEME CLASSE;510;1086;10/01/2014;1;DIRECTEUR DES SOINS DE CL NORMALE
0711;8;DIRECTEUR DES SOINS DE PREMIERE CLASSE;510;1087;10/01/2014;1;DIRECTEUR DES SOINS HORS CL
0712;8;MAJOR *TOTALITE MAJORATION*;110;1014;01/05/2012;1;LIEUTENANT 2EME CL * TOTALITE MAJORATION
0714;8;LIEUTENANT *TOTALITE MAJORATION*;110;1016;01/05/2012;1;LIEUTENANT 1ERE CL * TOTALITE MAJORATION
0735;8;CONTROLEUR DE TRAVAUX EN CHEF;110;0960;01/12/2010;1;TECHNICIEN PRINCIPAL 1ERE CLASSE (3EME GRADE)
0741;8;AGENT QUALIFIE DE MAYOTTE;110;0740;03/10/2009;1;AGENT DE MAYOTTE
0743;8;OUVRIER QUALIFIE DE MAYOTTE;110;0742;03/10/2009;1;OUVRIER DE MAYOTTE
0769;8;AGENT DES SERVICES TECHNIQUES;110;0793;01/11/2006;1;ADJOINT TECHNIQUE DE 2EME CLASSE
0770;8;AGENT DU PATRIMOINE;110;0801;01/11/2006;1;ADJOINT DU PATRIMOINE DE 2EME CLASSE
0771;8;STANDARDISTE;510;0861;08/08/2007;1;ADJOINT ADMINIST HOSP 2EME CL (E03)
0772;8;AGENT ADMINISTRATIF;510;0861;08/08/2007;1;ADJOINT ADMINIST HOSP 2EME CL (E03)
0775;8;AGENT TECHNIQUE ETABTS ENSEIGNT;110;0829;17/05/2007;1;ADJOINT TECHNIQUE 2EME CL ETABTS ENSEIGNT
0776;8;AGENT TECHNIQUE QUALIFIE ETABTS ENSEIGNT;110;0830;17/05/2007;1;ADJOINT TECHNIQUE 1ERE CL ETABTS ENSEIGNT
0777;8;AGENT DE MAITRISE ETABTS ENSEIGNT;110;0831;17/05/2007;1;ADJOINT TECHNIQUE PRINCIPAL 2EME CL ETABTS ENSEIGNT
0778;8;AGENT DE MAITRISE QUALIFIE ETABTS ENSEIGNT;110;0832;17/05/2007;1;ADJOINT TECHNIQUE PRINCIPAL 1ERE CL ETABTS ENSEIGNT
0779;8;AGENT ENTRETIEN ET ACCUEIL ETABTS ENSEIGNT;110;0829;17/05/2007;1;ADJOINT TECHNIQUE 2EME CL ETABTS ENSEIGNT
0834;8;CONTREMAITRE PRINCIPAL (ES06);510;0860;08/08/2007;8;AGENT DE MAITRISE PRINCIPAL (ECHELON SPECIAL)
0835;8;CONDUCTEUR AMBULANCIER HORS CAT (ECHELON SPECIAL);510;0660;19/10/2012;1;CONDUCTEUR AMBULANCIER HORS CATEGORIE
0836;8;CHEF DE GARAGE PRINCIPAL (ECHELON SPECIAL);510;0860;08/08/2007;8;AGENT DE MAITRISE PRINCIPAL (ECHELON SPECIAL)
0837;8;MAITRE OUVRIER PRINCIPAL (ECHELON SPECIAL);510;0177;19/10/2012;1;MAITRE OUVRIER PRINCIPAL
0857;8;AGENT CHEF CLASSE EXCEPTIONNELLE;510;0982;30/06/2011;1;TECHNICIEN SUPERIEUR HOSP 1ERE CL (3EME GRADE)
0860;8;AGENT DE MAITRISE PRINCIPAL (ECHELON SPECIAL);510;0859;19/10/2012;1;AGENT DE MAITRISE PRINCIPAL (E06)
0902;8;SAPEUR *SANS MAJORATION*;110;1007;01/05/2012;1;SAPEUR DE 1ERE CLASSE * SANS MAJORATION*
0903;8;SAPEUR *TOTALITE MAJORATION*;110;1012;01/05/2012;1;SAPEUR DE 1ERE CLASSE * TOTALITE MAJORATION*
0911;8;AGENT TECHNIQUE PRINC (AP PARIS)(ECH SPECIAL);610;0932;07/04/2008;1;AGENT DE MAITRISE PRINCIPAL (A P DE PARIS)(ECH SPECIAL)
0927;8;AGENT CHEF DE 2EME CAT (A P DE PARIS);610;0995;26/01/2012;1;TECHNICIEN HOSP (1ER GR)
0928;8;AGENT CHEF DE 1ERE CAT ( A P DE PARIS);610;0996;26/01/2012;1;TECHNICIEN SUPERIEUR HOSP 2EME CL (2EME GR)
0929;8;AGENT CHEF DE CL EXCEPT (A P DE PARIS);610;0997;26/01/2012;1;TECHNICIEN SUPERIEUR HOSP 1ERE CL (3EME GR)
1052;8;CADRE DE SANTE (CONDITION RECLASSEEMNT OPTION);510;1054;29/12/2012;1;CADRE DE SANTE PARAMEDICAL (CONDITION RECLASSEMENT OPTION)
1053;8;CADRE SUP SANTE (CONDITION RECLASSEMENT OPTION);510;1055;29/12/2012;1;CADRE SUP SANTE PARAMEDICAL (CONDITION RECLASSEMENT OPTION)
E02150;;;;E02110;28/09/1990;;
E03150;;;;E03110;28/09/1990;;
F00189;8;CONSEILLER GENERAL DES ETS DE SANTE;800;F00169;23/06/2006;1;CONSEILLER GENERAL ETABLISSEMENTS SANTE
G01110;;;;E01110;01/01/1983;;
G01210;;;;E01210;01/01/1983;;
G01211;;;;E01211;01/01/1983;;
G01212;;;;E01212;01/01/1983;;
G01314;;;;E01314;01/01/1983;;
G01510;;;;E01510;01/01/1983;;
G02110;;;;E01110;01/01/1983;;
G02114;;;;E01114;01/01/1983;;
G02210;;;;E01210;01/01/1983;;
G02211;;;;E01211;01/01/1983;;
G02212;;;;E01212;01/01/1983;;
G02314;;;;E01314;01/01/1983;;
G02510;;;;E01510;01/01/1983;;
G03110;;;;E02110;01/08/1990;;
G03114;;;;E02110;01/08/1990;;
G03150;;;;E02150;01/08/1990;;
G03210;;;;E02210;01/08/1990;;
G03211;;;;E02211;01/08/1990;;
G03212;;;;E02212;01/08/1990;;
G03213;;;;E02213;01/08/1990;;
G03314;;;;E02314;01/08/1990;;
G03510;;;;E02510;01/08/1990;;
G03610;;;;E02610;01/08/1990;;
G03810;;;;E02810;01/08/1990;;
G04110;;;;E03110;01/01/1989;;
G04114;;;;E03110;01/01/1989;;
G04150;;;;E03150;01/01/1989;;
G04210;;;;E03210;01/01/1989;;
G04211;;;;E03211;01/01/1989;;
G04212;;;;E03212;01/01/1989;;
G04213;;;;E03213;01/01/1989;;
G04214;;;;E03214;01/01/1989;;
G04314;;;;E03314;01/01/1989;;
G04510;;;;E03510;01/01/1989;;
G04610;;;;E03610;01/01/1989;;
G04810;;;;E03810;01/01/1989;;
G05110;;;;E04110;01/01/1989;;
G05114;;;;E04110;01/01/1989;;
G05150;;;;E04150;01/01/1989;;
G05210;;;;E04210;01/01/1989;;
G05211;;;;E04211;01/01/1989;;
G05212;;;;E04212;01/01/1989;;
G05213;;;;E04213;01/01/1989;;
G05314;;;;E04314;01/01/1989;;
G05510;;;;E04510;01/01/1989;;
G05610;;;;E04610;01/01/1989;;
G05810;;;;E04810;01/01/1989;;
G06110;;;;E05110;01/01/1989;;
G06114;;;;E05110;01/01/1989;;
G06150;;;;E05150;01/01/1989;;
G06210;;;;E05210;01/01/1989;;
G06211;;;;E05211;01/01/1989;;
G06212;;;;E05212;01/01/1989;;
G06213;;;;E05213;01/01/1989;;
G06314;;;;E05314;01/01/1989;;
G06510;;;;E05510;01/01/1989;;
G06610;;;;E05610;01/01/1989;;
G06810;;;;E05810;01/01/1989;;
G07110;;;;E05110;01/01/1989;;
G07210;;;;E05210;01/01/1989;;
G07211;;;;E05211;01/01/1989;;
G07510;;;;E05510;01/01/1989;;
G07610;;;;E05610;01/01/1989;;
G07810;;;;E05810;01/01/1989;;
GB3110;;;;E02110;01/08/1990;;
GB3150;;;;E02150;01/08/1990;;
GB3210;;;;E02210;01/08/1990;;
GB3211;;;;E02211;01/08/1990;;
GB3212;;;;E02212;01/08/1990;;
GB3213;;;;E02213;01/08/1990;;
GB3314;;;;E02314;01/08/1990;;
GB3510;;;;E02510;01/08/1990;;
GB3610;;;;E02610;01/08/1990;;
GB3810;;;;E02810;01/08/1990;;
GC3110;;;;E01110;01/08/1990;;
GC3114;;;;E01114;01/08/1990;;
GC3210;;;;E01210;01/08/1990;;
GC3211;;;;ER1211;01/08/1990;;
GC3213;;;;E01213;01/08/1990;;
GC3314;;;;E01314;01/08/1990;;
GC3510;;;;E01510;01/08/1990;;
GC3610;;;;ER1610;01/08/1990;;
GC3810;;;;E01810;01/08/1990;;
GC4110;;;;GB3110;01/01/1989;;
GC4114;;;;GB3110;01/01/1989;;
GC4150;;;;GB3150;01/01/1989;;
GC4210;;;;GB3210;01/01/1989;;
GC4211;;;;GB3211;01/01/1989;;
GC4212;;;;GB3212;01/01/1989;;
GC4213;;;;GB3213;01/01/1989;;
GC4314;;;;GB3314;01/01/1989;;
GC4510;;;;GB3510;01/01/1989;;
GC4610;;;;GB3610;01/01/1989;;
GC4810;;;;GB3810;01/01/1989;;
GC5110;;;;E03110;01/01/1989;;
GC5114;;;;E03110;01/01/1989;;
GC5150;;;;E03150;01/01/1989;;
GC5210;;;;E03210;01/01/1989;;
GC5211;;;;E03211;01/01/1989;;
GC5212;;;;E03212;01/01/1989;;
GC5213;;;;E03213;01/01/1989;;
GC5214;;;;E03214;01/01/1989;;
GC5314;;;;E03314;01/01/1989;;
GC5510;;;;E03510;01/01/1989;;
GC5610;;;;E03610;01/01/1989;;
GC5810;;;;E03810;01/01/1989;;
GC6110;;;;E04110;01/01/1989;;
GC6114;;;;E04110;01/01/1989;;
GC6150;;;;E04150;01/01/1989;;
GC6210;;;;E04210;01/01/1989;;
GC6211;;;;E04211;01/01/1989;;
GC6212;;;;E04212;01/01/1989;;
GC6213;;;;E04213;01/01/1989;;
GC6314;;;;E04314;01/01/1989;;
GC6510;;;;E04510;01/01/1989;;
GC6610;;;;E04610;01/01/1989;;
GC6810;;;;E04810;01/01/1989;;
GC7110;;;;E05110;01/01/1989;;
GC7114;;;;E05110;01/01/1989;;
GC7150;;;;E05150;01/01/1989;;
GC7210;;;;E05210;01/01/1989;;
GC7211;;;;E05211;01/01/1989;;
GC7212;;;;E05212;01/01/1989;;
GC7213;;;;E05213;01/01/1989;;
GC7314;;;;E05314;01/01/1989;;
GC7510;;;;E05510;01/01/1989;;
GC7610;;;;E05610;01/01/1989;;
GC7810;;;;E05810;01/01/1989;;
N00023;2;CHEF DE BUREAU VILLE DE 10000 A 150000 HABITANTS;110;N00022;01/01/1962;7;CHEF DE BUREAU VILLE DE 10000 A 400000 HABITANTS
N00024;2;CHEF DE BUREAU VILLE DE 80000 A 400000 HABITANTS;110;N00022;24/08/1968;7;CHEF DE BUREAU VILLE DE 10000 A 400000 HABITANTS
N00025;2;CHEF DE BUREAU VILLE DE 150000 A 400000 HABITANTS;110;N00024;01/01/1962;2;CHEF DE BUREAU VILLE DE 80000 A 400000 HABITANTS
N00030;2;REDACTEUR VILLE SANS CADRE DE SOUS CHEF DE BUREAU DE PLUS DE;110;N00029;01/01/1963;7;REDACTEUR VILLE DE PLUS DE 2000 HABITANTS
N00031;8;REDACTEUR VILLE SANS CADRE DE SOUS CHEF DE BUREAU DE PLUS DE;110;N00030;01/01/1962;2;REDACTEUR VILLE SANS CADRE DE SOUS CHEF DE BUREAU DE PLUS DE
N00032;8;REDACTEUR VILLE SANS CADRE DE SOUS CHEF DE BUREAU DE 40000 A;110;N00030;01/01/1962;2;REDACTEUR VILLE SANS CADRE DE SOUS CHEF DE BUREAU DE PLUS DE
N00033;8;REDACTEUR VILLE AVEC UN CADRE DE SOUS CHEF DE BUREAU DE PLUS;110;N00029;01/01/1963;7;REDACTEUR VILLE DE PLUS DE 2000 HABITANTS
N00034;2;REDACTEUR VILLE SANS CADRE DE SOUS CHEF DE BUREAU DE 5000 A;110;N00029;01/01/1963;7;REDACTEUR VILLE DE PLUS DE 2000 HABITANTS
N00063;8;HUISSIER DU MAIRE 1ERE CATEGORIE;110;N00062;01/01/1983;7;HUISSIER DU MAIRE
N00065;8;HUISSIER DU MAIRE 2E CATEGORIE VILLE DE PLUS DE 10000;110;N00062;01/01/1983;7;HUISSIER DU MAIRE
N00067;8;AGENT DE SERVICE DES ECOLES 1ERE CATEGORIE;110;N00066;01/01/1983;7;AGENT DE SERVICE DES ECOLES
N00069;8;AGENT DE SERVICE DES ECOLES 2E CATEGORIE;110;N00066;01/01/1983;7;AGENT DE SERVICE DES ECOLES
N00071;8;GARDIEN OU GARCON DE BUREAU DE 1ERE CATEGORIE;110;N00070;01/01/1983;7;GARDIEN OU GARCON DE BUREAU
N00073;8;GARDIEN OU GARCON DE BUREAU 2EME CATEGORIE;110;N00070;01/01/1983;7;GARDIEN OU GARCON DE BUREAU
N00075;8;AGENT DE SERVICE 1ERE CATEGORIE;110;N00074;01/01/1983;7;AGENT DE SERVICE
N00077;8;AGENT DE SERVICE 2E CATEGORIE;110;N00074;01/01/1983;7;AGENT DE SERVICE
N00079;8;MANUTENTIONNAIRE 1ERE CATEGORIE;110;N00078;01/01/1983;7;MANUTENTIONNAIRE
N00081;8;MANUTENTIONNAIRE 2IEME CATEGORIE;110;N00078;01/01/1983;7;MANUTENTIONNAIRE
N00109;8;CHEF DE SECTION PPAL SCE TECHNIQUE VILLE DE PLUS DE 40000;110;N00108;01/01/1978;7;ADJOINT TECHNIQUE CHEF
N00110;8;CHEF DE SECTION SCE TECHNIQUE VILLE DE PLUS DE 40000 HABIT;110;N00100;01/01/1978;7;ADJOINT TECHNIQUE PRINCIPAL
N00111;8;CHEF DE SECTION SCE TECHNIQUE VILLE DE PLUS DE 40000 HABIT;110;N00108;01/01/1978;7;ADJOINT TECHNIQUE CHEF
N00126;8;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS  PREMIERE CATEGORIE;110;N00421;01/01/1962;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS
N00127;8;CHEF D EQUIPE D OUVRIERS PROFESSIONNELS DEUXIEME CATEGORIE;110;N00421;01/01/1962;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS
N00135;2;OUVRIER CHEF 1ERE CATEGORIE;110;N00131;01/01/1974;7;OUVRIER PROFESSIONNEL 1ERE CATEGORIE
N00147;8;EBOUEUR PRINCIPAL;110;N00146;24/11/1980;7;EBOUEUR
N00156;8;EGOUTIER PRINCIPAL;110;N00155;24/11/1980;7;EGOUTIER
N00161;8;FOSSOYEUR PRINCIPAL;110;N00160;24/11/1980;7;FOSSOYEUR
N00186;8;MANIPULATEUR DE RADIOLOGIE;110;N00183;01/07/1969;7;MANIPULATEUR D'ELECTRORADIOLOGIE
N00190;8;GARCON DE LABORATOIRE D'ANALYSES CHIMIQUES DE 1ERE CATEGORIE;110;N00189;01/01/1983;7;GARCON DE LABORATOIRE D'ANALYSES CHIMIQUES
N00192;8;GARCON DE LABORATOIRE D'ANALYSES CHIMIQUES DE 2EME CATEGORIE;110;N00189;01/01/1983;7;GARCON DE LABORATOIRE D'ANALYSES CHIMIQUES
N00195;8;ASSISTANT SOCIAL PRINCIPAL;110;N00194;01/12/1972;7;ASSISTANT SOCIAL
N00207;2;INSPECTEUR DE SALUBRITE VILLE DE PLUS DE 40000 HABITANTS;110;N00206;01/01/1964;1;INSPECTEUR DE SALUBRITE ANCIEN REGIME
N00208;2;INSPECTEUR DE SALUBRITE VILLE DE MOINS DE 40000 HABITANTS;110;N00206;01/01/1964;1;INSPECTEUR DE SALUBRITE ANCIEN REGIME
N00228;8;INSPECTEUR PREPOSE CONTROLE SALUBRITE VILLES MOINS DE;110;N00227;27/11/1963;1;INSPECTEUR PREPOSE CONTROLE SALUBRITE VIANDES ET DENREES
N00229;2;INSPECTEUR PREPOSE CONTROLE SALUBRITE VILLES PLUS DE;110;N00227;27/11/1963;1;INSPECTEUR PREPOSE CONTROLE SALUBRITE VIANDES ET DENREES
N00233;8;RECEVEUR PRINCIPAL ABATTOIRS VILLE DE PLUS DE 150000 HAB;110;N00232;01/01/1968;7;RECEVEUR PRINCIPAL REGIE DROIT PLACE HALLE MARCHE ABATTOIR
N00234;8;RECEVEUR PRINCIPAL ABATTOIRS VILLE DE MOINS DE 150000 HAB;110;N00232;01/01/1968;7;RECEVEUR PRINCIPAL REGIE DROIT PLACE HALLE MARCHE ABATTOIR
N00235;8;RECEVEUR PRINCIPAL ABATTOIRS VILLE DE PLUS DE 20000 HAB;110;N00232;01/01/1968;7;RECEVEUR PRINCIPAL REGIE DROIT PLACE HALLE MARCHE ABATTOIR
N00238;2;RECEVEUR DES ABATTOIRS DANS LES VILLES DE PLUS DE 10000 HAB;110;N00237;01/01/1968;7;RECEVEUR REGIE DES DROITS DE PLACE HALLES MARCHES ABATTOIRS
N00239;2;CONTROLEUR REGIE DROIT DE PLACE HALLES ET MARCHES DANS VILLE;110;N00237;01/01/1968;7;RECEVEUR REGIE DES DROITS DE PLACE HALLES MARCHES ABATTOIRS
N00246;8;GARDIEN DE MUSEE DE 1ERE CATEGORIE;110;N00245;01/01/1983;7;GARDIEN DE MUSEE
N00248;8;GARDIEN DE MUSEE 2EME CATEGORIE;110;N00245;01/01/1983;7;GARDIEN DE MUSEE
N00265;8;GARDIEN OU GARCON DE BIBLIOTHEQUE 1ERE CATEGORIE;110;N00264;01/01/1983;7;GARDIEN OU GARCON DE BIBLIOTHEQUE
N00267;8;GARDIEN OU GARCON DE BIBLIOTHEQUE 2EME CATEGORIE;110;N00264;01/01/1983;7;GARDIEN OU GARCON DE BIBLIOTHEQUE
N00273;8;PROFESSEUR ECOLES NATIONALES DE MUSIQUE ET DES BEAUX ARTS;110;N00272;27/03/1973;7;PROFESSEUR ECOLES NATIONALES DE MUSIQUE ET DES BEAUX ARTS
N00289;8;GARDIEN DE CIMETIERE 1ERE CATEGORIE;110;N00288;01/01/1983;7;GARDIEN DE CIMETIERE
N00291;8;GARDIEN DE CIMETIERE 2IEME CATEGORIE;110;N00288;01/01/1983;7;GARDIEN DE CIMETIERE
N00322;8;PERSONNEL DE DIRECTION 5E CLASSE;510;N00321;12/05/1985;7;PERSONNEL DE DIRECTION 4E CLASSE
N00324;8;DIRECTEUR GENERAL DU CHR DE BORDEAUX;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00325;8;DIRECTEUR GENERAL DU CHR DE GRENOBLE;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00326;8;DIRECTEUR GENERAL DU CHR DE LILLE;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00327;8;DIRECTEUR GENERAL DU CHR DE MONTPELLIER;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00328;8;DIRECTEUR GENERAL DU CHR DE NANCY;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00329;8;DIRECTEUR GENERAL DU CHR DE NANTES;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00330;8;DIRECTEUR GENERAL DU CHR DE RENNES;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00331;8;DIRECTEUR GENERAL DU CHR DE ROUEN;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00334;8;DIRECTEUR GENERAL DU CHR DE STRASBOURG;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00335;8;DIRECTEUR GENERAL DU CHR DE TOULOUSE;510;F00016;20/02/1988;1;DIRECTEUR GENERAL CENTRE HOSP REGIONAL
N00355;8;ADJOINT DES CADRES HOSPITALIERS DANS LES ETABLISSEMENTS DE;510;N00354;01/01/1963;7;ADJOINT DES CADRES HOSPITALIERS CLASSE NORMALE
N00356;8;ADJOINT DES CADRES HOSPITALIERS ETABLISSEMENTS DE 2001 A;510;N00354;01/01/1963;7;ADJOINT DES CADRES HOSPITALIERS CLASSE NORMALE
N00357;2;ADJOINT DES CADRES HOSPITALIERS ETABLISSEMENTS DE MOINS DE;510;N00354;01/01/1963;7;ADJOINT DES CADRES HOSPITALIERS CLASSE NORMALE
N00358;8;SECRETAIRE D'ADMINISTRATION HOSPITALIERE;510;N00354;01/01/1963;7;ADJOINT DES CADRES HOSPITALIERS CLASSE NORMALE
N00361;2;AGENT DU SERVICE INTERIEUR DE 3EME CATEGORIE;510;N00360;01/01/1970;7;COMMIS
N00371;2;SURVEILLANT DES SERVICES MEDICAUX ETABLISSEMENTS DE PLUS DE;510;N00370;01/02/1968;7;SURVEILLANT CHEF DES SERVICES MEDICAUX
N00372;2;SURVEILLANT CHEF DES SERVICES MEDICAUX ETABLISSEMENTS DE;510;N00370;01/02/1968;7;SURVEILLANT CHEF DES SERVICES MEDICAUX
N00377;8;SURVEILLANT DE MASSO-KINESITHERAPIE;510;N00376;24/05/1974;7;SURVEILLANT DES SERVICES MEDICAUX
N00394;2;AIDE SOIGNANT CADRE PERMANENT;510;N00393;01/01/1970;7;AIDE SOIGNANT
N00395;2;AIDE SOIGNANT CADRE D'EXTINCTION;510;N00393;01/01/1970;7;AIDE SOIGNANT
N00397;8;AGENT DES SERVICES HOSPITALIERS 2IEME CATEGORIE;510;N00396;01/01/1983;7;AGENT DES SERVICES HOSPITALIERS
N00398;8;AGENT DES SERVICES HOSPITALIERS 1ERE CATEGORIE;510;N00396;01/01/1983;7;AGENT DES SERVICES HOSPITALIERS
N00413;8;DIRECTEUR DE FOYER DE L'ENFANCE NON RATTACHE A ETABLISSEMENT;510;N00412;01/01/1972;1;DIRECTEUR DE FOYER DE 1ERE CLASSE SCES DEPARTEMENTAUX AIDE
N00414;8;DIRECTEUR DE CENTRE DU SERVICE DEPARTEMENTAL DE L AIDE SOCIA;510;N00412;01/01/1972;1;DIRECTEUR DE FOYER DE 1ERE CLASSE SCES DEPARTEMENTAUX AIDE
N00421;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS;110;N00120;13/06/1981;7;SURVEILLANT DE TRAVAUX OU CONTREMAITRE COMMUNAL - VILLE PLUS
N00423;8;MONITEUR EDUCATEUR DE 1ERE CLASSE SCES DEPARTEMENTAUX AIDE;510;N00422;01/01/1972;7;MONITEUR EDUCATEUR DES SERVICES DEPARTEMENTAUX DE L'AIDE
