CodeEmploiGrade_neg;LibelleEmploiNEG;FiliereNEG;CadredemploiNEG;etatemploigrade;CodeNETNEH_neg;CodeNETNEH;libelleNETNEH;cadredemploiNETNEH;FiliereNETNEH
0662;MAJOR *SANS MAJORATION;INCENDIE ET SECOURS;Lieutenants de sapeurs pompiers professionnels;8;TRL1;TRL1;Major;majors et lieutenants de sapeurs-pompiers professionnels;Filière incendie et secours
0664;LIEUTENANT/GRADE PROVISOIRE * SANS MAJORATION;INCENDIE ET SECOURS;Lieutenants de sapeurs pompiers professionnels;1;;TRL2;Lieutenant;majors et lieutenants de sapeurs-pompiers professionnels;Filière incendie et secours
0665;LIEUTENANT *SANS MAJORATION*;INCENDIE ET SECOURS;Lieutenants de sapeurs pompiers professionnels;8;TRL2;TRL2;Lieutenant;majors et lieutenants de sapeurs-pompiers professionnels;Filière incendie et secours
0666;ATTACHE;ADMINISTRATIF;Chefs de bureau;1;0430;0430;Attaché d'administration hospitalière;Attaché d'administration hospitalière;Personnel de direction et personnels administratifs
0667;AGENT DE 2EME CAT DE SCE MORTUAIRE ET DESINFECTION;TECHNIQUE;Agents d amphitheatre;1;4342;4342;Agent de service mortuaire et de désinfection de 2ème catégorie;Agent de service mortuaire et de désinfection;Personnels techniques et ouvriers
0668;AGENT DE 1ERE CAT DE SCE MORTUAIRE ET DESINFECTION (*);TECHNIQUE;Agents d amphitheatre;1;4348;4348;Agent de service mortuaire et de désinfection de 1ère catégorie e4 (cadre d'extinction);Agent de service mortuaire et de désinfection;Personnels techniques et ouvriers
0669;ATTACHE PRINCIPAL DE 2EME CLASSE;ADMINISTRATIF;Chefs de bureau;8;0422;0422;Attaché principal d'administration hospitalière de 2ème classe;Attaché d'administration hospitalière;Personnel de direction et personnels administratifs
0670;ATTACHE PRINCIPAL DE 1ERE CLASSE;ADMINISTRATIF;Chefs de bureau;8;0421;0421;Attaché principal d'administration hospitalière de 1ère classe;Attaché d'administration hospitalière;Personnel de direction et personnels administratifs
0671;SAGE-FEMME DE CLASSE NORMALE;PERS SOIGNANT ET EDUCATIF;Sages femmes;8;2334;2334;Sage-femme de classe normale;Sage-femme;Personnels des services de soins
0672;SAGE-FEMME DE CLASSE SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Sages femmes;8;2335;2335;Sage-femme de classe supérieure;Sage-femme;Personnels des services de soins
0673;SAGE-FEMME CADRE;PERS SOIGNANT ET EDUCATIF;Sages femmes;8;2319;2319;Sage-femme cadre;Sage-femme;Personnels des services de soins
0674;SAGE-FEMME CADRE SUPERIEUR;PERS SOIGNANT ET EDUCATIF;Sages femmes;8;2212;2212;Sage-femme cadre supérieur;Sage-femme;Personnels des services de soins
0675;DIRECTEUR CL NORMALE ETS SOCIAUX/MEDICO-SOCIAUX;DIRECTION;Personnel direction etablissements sociaux;8;0221;0221;Directeur d'établissement social et médico-social de classe normale (r 01/2008);Directeurs d'établissements sanitaires et sociaux;Personnel de direction et personnels administratifs
0676;DIRECTEUR HORS CL ETS SOCIAUX/MEDICO-SOCIAUX;DIRECTION;Personnel direction etablissements sociaux;8;0211;0211;Directeur d'établissement social et médico-social de hors classe (r 01/2008);Directeurs d'établissements sanitaires et sociaux;Personnel de direction et personnels administratifs
0677;DIRECTEUR CL NORMALE ETS SANITAIRES-SOCIAUX;DIRECTION;Personnels de direction;8;0550;0550;Directeur d'établissement sanitaire et social de classe normale ((r 01/2008);Directeurs d'établissements sanitaires et sociaux;Personnel de direction et personnels administratifs
0678;DIRECTEUR HORS CLASSE ETS SANITAIRES-SOCIAUX;DIRECTION;Personnels de direction;8;0540;0540;Directeur d'établissement sanitaire et social de hors classe ((r 01/2008);Directeurs d'établissements sanitaires et sociaux;Personnel de direction et personnels administratifs
0679;TECHNICIEN DE LABORATOIRE CADRE DE SANTE;MEDICO-TECHNIQUE;Techniciens de laboratoire surveillants chefs;1;2822;2822;Technicien de laboratoire cadre de santé;Cadre de santé;Personnels médico-techniques
0680;MANIPULATEUR D'ELECTRORADIOLOGIE CADRE DE SANTE;MEDICO-TECHNIQUE;Manipulateurs electroradiologie surveillants chefs;1;2823;2823;Manipulateur d'électroradiologie médicale cadre de santé;Cadre de santé;Personnels médico-techniques
0681;INFIRMIER CADRE DE SANTE;INFIRMIER;Infirmiers surveillants chefs;1;2801;2801;Infirmier cadre de santé;Cadre de santé;Personnels des services de soins
0682;INFIRMIER DE BLOC OPERATOIRE CADRE DE SANTE;INFIRMIER;Infirmiers de salle d operation surveillants chefs;1;2802;2802;Infirmier de bloc opératoire cadre de santé;Cadre de santé;Personnels des services de soins
0683;INFIRMIER ANESTHESISTE CADRE DE SANTE;INFIRMIER;Infirmiers anesthesistes reanimation surveillants chefs;1;2803;2803;Infirmier anesthésiste cadre de santé;Cadre de santé;Personnels des services de soins
0684;PUERICULTRICE CADRE DE SANTE;INFIRMIER;Puericultrices surveillants chefs;1;2804;2804;Puéricultrice cadre de santé;Cadre de santé;Personnels des services de soins
0685;PEDICURE PODOLOGUE CADRE DE SANTE;PERS SOIGNANT ET EDUCATIF;Pedicures podologues surveillants chefs;1;2811;2811;Pédicure-podologue cadre de santé;Cadre de santé;Personnels des services de soins
0686;MASSEUR KINESITHERAPEUTE CADRE DE SANTE;PERS SOIGNANT ET EDUCATIF;Masseurs kinesitherapeutes surveillants chefs;1;2812;2812;Masseur kinésithérapeute, cadre de santé;Cadre de santé;Personnels des services de soins
0687;ERGOTHERAPEUTE CADRE DE SANTE;PERS SOIGNANT ET EDUCATIF;Ergotherapeutes surveillants chefs;1;2813;2813;Ergothérapeute , cadre de santé;Cadre de santé;Personnels des services de soins
0688;PSYCHOMOTRICIEN CADRE DE SANTE;PERS SOIGNANT ET EDUCATIF;Psychomotriciens surveillants chefs;1;2814;2814;Psychomotricien, cadre de santé;Cadre de santé;Personnels des services de soins
0689;ORTHOPHONISTE CADRE DE SANTE;PERS SOIGNANT ET EDUCATIF;Orthophonistes surveillants chefs;1;2815;2815;Orthophoniste cadre de santé;Cadre de santé;Personnels des services de soins
0690;ORTHOPTISTE CADRE DE SANTE;PERS SOIGNANT ET EDUCATIF;Orthoptistes surveillants chefs;1;2816;2816;Orthoptiste cadre de santé;Cadre de santé;Personnels des services de soins
0691;DIETETICIEN CADRE DE SANTE;PERS SOIGNANT ET EDUCATIF;Dieteticiens surveillants chefs;1;2817;2817;Diététicien cadre de santé;Cadre de santé;Personnels des services de soins
0692;PREPARATEUR EN PHARMACIE CADRE DE SANTE;MEDICO-TECHNIQUE;Preparateur en pharmacie cadre de sante;1;2821;2821;Préparateur en pharmacie hospitalière cadre de santé;Cadre de santé;Personnels médico-techniques
0693;INFIRMIER CADRE SUPERIEUR DE SANTE;INFIRMIER;Infirmiers surveillants chefs;1;2001;2001;Infirmier cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0694;INFIRMIER DE BLOC OPERATOIRE CADRE SUPERIEUR DE SANTE;INFIRMIER;Infirmiers de salle d operation surveillants chefs;1;2002;2002;Infirmier de bloc opératoire cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0695;INFIRMIER ANESTHESISTE CADRE SUPERIEUR DE SANTE;INFIRMIER;Infirmiers anesthesistes reanimation surveillants chefs;1;2003;2003;Infirmier anesthésiste cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0696;PEDICURE PODOLOGUE CADRE SUPERIEUR DE SANTE;PERS SOIGNANT ET EDUCATIF;Pedicures podologues surveillants chefs;1;2011;2011;Pédicure podologue cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0697;MASSEUR KINESITHERAPEUTE CADRE SUPERIEUR DE SANTE;PERS SOIGNANT ET EDUCATIF;Masseurs kinesitherapeutes surveillants chefs;1;2012;2012;Masseur-kinésithérapeute cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0698;PUERICULTRICE CADRE SUPERIEUR DE SANTE;INFIRMIER;Puericultrices surveillants chefs;1;2004;2004;Puéricultrice cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0699;ERGOTHERAPEUTE CADRE SUPERIEUR DE SANTE;PERS SOIGNANT ET EDUCATIF;Ergotherapeutes surveillants chefs;1;2013;2013;Ergothérapeute cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0700;PSYCHOMOTRICIEN CADRE SUPERIEUR DE SANTE;PERS SOIGNANT ET EDUCATIF;Psychomotriciens surveillants chefs;1;2014;2014;Psychomotricien cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0701;ORTHOPHONISTE CADRE SUPERIEUR DE SANTE;PERS SOIGNANT ET EDUCATIF;Orthophonistes surveillants chefs;1;2015;2015;Orthophoniste cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0702;ORTHOPTISTE CADRE SUPERIEUR DE SANTE;PERS SOIGNANT ET EDUCATIF;Orthoptistes surveillants chefs;1;2016;2016;Orthoptiste cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0703;DIETETICIEN CADRE SUPERIEUR DE SANTE;PERS SOIGNANT ET EDUCATIF;Dieteticiens surveillants chefs;1;2017;2017;Dietéticien cadre supérieur de santé;Cadre de santé;Personnels des services de soins
0704;PREPARATEUR EN PHARMACIE CADRE SUPERIEUR DE SANTE;MEDICO-TECHNIQUE;Preparateur en pharmacie cadre de sante;1;2021;2021;Préparateur en pharmacie hospitalière cadre supérieur de santé;Cadre de santé;Personnels médico-techniques
0705;TECHNICIEN DE LABORATOIRE CADRE SUPERIEUR DE SANTE;MEDICO-TECHNIQUE;Techniciens de laboratoire surveillants chefs;1;2022;2022;Technicien de laboratoire cadre supérieur de santé;Cadre de santé;Personnels médico-techniques
0706;MANIPULATEUR D'ELECTRORADIOLOGIE CADRE SUPERIEUR DE SANTE;MEDICO-TECHNIQUE;Manipulateurs electroradiologie surveillants chefs;1;2023;2023;Manipulateur d'électroradiologie médicale cadre supérieur de santé;Cadre de santé;Personnels médico-techniques
0710;DIRECTEUR DES SOINS DE DEUXIEME CLASSE;PERS SOIGNANT ET EDUCATIF;Directeurs des ecoles paramedicales;8;1622;1622;Directeurs des soins services infirmiers de 2ème classe;Directeur des soins;Personnel de direction et personnels administratifs
0711;DIRECTEUR DES SOINS DE PREMIERE CLASSE;PERS SOIGNANT ET EDUCATIF;Directeurs des ecoles paramedicales;8;1612;1612;Directeurs des soins services infirmiers de 1ère classe;Directeur des soins;Personnel de direction et personnels administratifs
0712;MAJOR *TOTALITE MAJORATION*;INCENDIE ET SECOURS;Lieutenants de sapeurs pompiers professionnels;8;;TRL1;Major;majors et lieutenants de sapeurs-pompiers professionnels;Filière incendie et secours
0714;LIEUTENANT *TOTALITE MAJORATION*;INCENDIE ET SECOURS;Lieutenants de sapeurs pompiers professionnels;8;;TRL2;Lieutenant;majors et lieutenants de sapeurs-pompiers professionnels;Filière incendie et secours
0716;LIEUTENANT/GRADE PROVISOIRE * TOTALITE MAJORATION;INCENDIE ET SECOURS;Lieutenants de sapeurs pompiers professionnels;1;;TRL2;Lieutenant;majors et lieutenants de sapeurs-pompiers professionnels;Filière incendie et secours
0720;ADMINISTRATEUR;ADMINISTRATIF;Administrateur territoriaux;1;TAD1;TAD1;Administrateur;administrateurs territoriaux;Filière administrative
0721;SAGE FEMME DE CLASSE NORMALE;MEDICO SOCIAL;Sages femmes territoriales;1;TOF1;TOF1;Sage-femme de classe normale;sages-femmes territoriales;Filière médico-sociale
0722;SAGE FEMME DE CLASSE SUPERIEURE;MEDICO SOCIAL;Sages femmes territoriales;1;TOF2;TOF2;Sage-femme de classe supérieure;sages-femmes territoriales;Filière médico-sociale
0723;SAGE-FEMME DE CLASSE EXCEPTIONNELLE;MEDICO SOCIAL;Sages femmes territoriales;1;TOF3;TOF3;Sage-femme de classe exceptionnelle;sages-femmes territoriales;Filière médico-sociale
0724;PUERICULTRICE CADRE DE SANTE;MEDICO SOCIAL;Puericultrices territoriales;1;TOC1;TOC1;Puéricultrice cadre de santé;puéricultrices cadres territoriaux de santé;Filière médico-sociale
0725;PUERICULTRICE CADRE SUPERIEUR DE SANTE;MEDICO SOCIAL;Puericultrices territoriales;1;TOC2;TOC2;Puéricultrice cadre supérieur de santé;puéricultrices cadres territoriaux de santé;Filière médico-sociale
0726;INFIRMIER CADRE DE SANTE;MEDICO SOCIAL;Infirmiers territoriaux;1;TOA1-I;TOA1;Cadre de santé;cadres territoriaux de santé infirmiers, rééducateurs et assistants médico-techniques;Filière médico-sociale
0727;REEDUCATEUR CADRE DE SANTE;MEDICO SOCIAL;Reeducateurs territoriaux;1;TOA1-R;TOA1;Cadre de santé;cadres territoriaux de santé infirmiers, rééducateurs et assistants médico-techniques;Filière médico-sociale
0728;ASSISTANT MEDICO-TECHNIQUE CADRE DE SANTE;MEDICO SOCIAL;Assistants territoriaux qualifies de laboratoire;1;TOA1-A;TOA1;Cadre de santé;cadres territoriaux de santé infirmiers, rééducateurs et assistants médico-techniques;Filière médico-sociale
0731;INGENIEUR EN CHEF DE CLASSE NORMALE;TECHNIQUE;Ingenieurs territoriaux;8;TTG3;TTG3;Ingénieur en chef de classe normale;ingénieurs territoriaux;Filière technique
0732;INGENIEUR EN CHEF DE CLASSE EXCEPTIONNELLE;TECHNIQUE;Ingenieurs territoriaux;8;TTG4;TTG4;Ingénieur en chef de classe exceptionnelle;ingénieurs territoriaux;Filière technique
0733;GARDE CHAMPETRE CHEF;POLICE MUNICIPALE;Gardes champetres;1;TPH2;TPH2;Garde-champêtre chef;gardes champêtres;Filière police municipale
0735;CONTROLEUR DE TRAVAUX EN CHEF;TECHNIQUE;Controleurs territoriaux de travaux;8;TTO3;TTO3;Contrôleur de travaux en chef;contrôleurs territoriaux de travaux;Filière technique
0737;ATTACHE DE MAYOTTE;ADMINISTRATIF;Attaches territoriaux;1;;TAT2;Attaché principal;attachés territoriaux;Filière administrative
0738;REDACTEUR DE MAYOTTE;ADMINISTRATIF;Redacteurs territoriaux;1;;TAR1;Rédacteur;rédacteurs territoriaux;Filière administrative
0739;CONTROLEUR DE TRAVAUX DE MAYOTTE;TECHNIQUE;Controleurs territoriaux de travaux;1;;TTO1;Contrôleur de travaux;contrôleurs territoriaux de travaux;Filière technique
0745;PERSONNEL DE DIRECTION HORS CLASSE;DIRECTION;Personnels de direction;1;0340;0340;Directeur hors classe;Directeur d'hôpital;Personnel de direction et personnels administratifs
0746;PERSONNEL DE DIRECTION DE CLASSE NORMALE;DIRECTION;Personnels de direction;1;0342;0342;Directeur de classe normale;Directeur d'hôpital;Personnel de direction et personnels administratifs
0748;PERSONNEL DE DIRECTION CLASSE PROVISOIRE (*);DIRECTION;Personnels de direction;1;0360;0360;Directeur d'hôpital de classe provisoire (en voie d'extinction);Directeur d'hôpital;Personnel de direction et personnels administratifs
0762;AGENT ADMINISTRATIF DE MAYOTTE;ADMINISTRATIF;Agents administratifs;1;;1506;Agent administratif (r e2 + e3);Agent administratif;Personnel de direction et personnels administratifs
0763;AGENT ADMINIST PRINC DE MAYOTTE;ADMINISTRATIF;Agents administratifs;1;;1506;Agent administratif (r e2 + e3);Agent administratif;Personnel de direction et personnels administratifs
0764;AGENT DES SERV HOSP DE MAYOTTE;AGENTS SERVICES HOSPITALIER;Agents des services hospitaliers;1;;3256;Agent des services hospitaliers qualifié e3 (25/06/07);Aide-soignant et ashq;Personnels des services de soins
0765;AGENT SERV HOSP QUALIFIE DE MAYOTTE;AGENTS SERVICES HOSPITALIER;Agents des services hospitaliers;1;;3256;Agent des services hospitaliers qualifié e3 (25/06/07);Aide-soignant et ashq;Personnels des services de soins
0766;AGENT SERV LOGIST DE MAYOTTE;TECHNIQUE;Agents d entretien;1;;4437;Agent d'entretien qualifié e3;Personnels ouvriers;Personnels techniques et ouvriers
0767;AGENT SERV LOGIST QUAL DE MAYOTTE;TECHNIQUE;Agents d entretien;1;;4437;Agent d'entretien qualifié e3;Personnels ouvriers;Personnels techniques et ouvriers
0769;AGENT DES SERVICES TECHNIQUES;TECHNIQUE;Agents d entretien territoriaux;8;;TTH1;Adjoint  technique de 2ème classe;adjoints techniques territoriaux;Filière technique
0770;AGENT DU PATRIMOINE;CULTUREL;Agents territoriaux du patrimoine;8;;TCJ1;Adjoint territorial du patrimoine de 2ème classe;adjoints territoriaux du patrimoine;Filière culturelle
0771;STANDARDISTE;ADMINISTRATIF;Standardistes;8;1437;1437;Standardiste (r e2 + e3);Standardiste;Personnel de direction et personnels administratifs
0772;AGENT ADMINISTRATIF;ADMINISTRATIF;Agents administratifs;8;1506;1506;Agent administratif (r e2 + e3);Agent administratif;Personnel de direction et personnels administratifs
0773;AGENT DES SERVICES HOSPITALIERS QUALIFIE;AGENTS SERVICES HOSPITALIER;Agents des services hospitaliers qualifies;1;3256;3256;Agent des services hospitaliers qualifié e3 (25/06/07);Aide-soignant et ashq;Personnels des services de soins
0775;AGENT TECHNIQUE ETABTS ENSEIGNT;TECHNIQUE;Agent entretien et accueil des etabs enseignement;8;;TTA1;Adjoint technique de 2ème classe;adjoints techniques territoriaux des établissements d'enseignement;Filière technique
0776;AGENT TECHNIQUE QUALIFIE ETABTS ENSEIGNT;TECHNIQUE;Agent entretien et accueil des etabs enseignement;8;;TTA2;Adjoint technique de 1ère classe;adjoints techniques territoriaux des établissements d'enseignement;Filière technique
0777;AGENT DE MAITRISE ETABTS ENSEIGNT;TECHNIQUE;Agent entretien et accueil des etabs enseignement;8;;TTA3;Adjoint technique principal de 2ème classe;adjoints techniques territoriaux des établissements d'enseignement;Filière technique
0778;AGENT DE MAITRISE QUALIFIE ETABTS ENSEIGNT;TECHNIQUE;Agent entretien et accueil des etabs enseignement;8;;TTA4;Adjoint technique principal de 1ère classe;adjoints techniques territoriaux des établissements d'enseignement;Filière technique
0779;AGENT ENTRETIEN ET ACCUEIL ETABTS ENSEIGNT;TECHNIQUE;Agent entretien et accueil des etabs enseignement;8;;TTA1;Adjoint technique de 2ème classe;adjoints techniques territoriaux des établissements d'enseignement;Filière technique
0783;ATTACHE PRINCIPAL;ADMINISTRATIF;Attaches territoriaux;1;TAT2;TAT2;Attaché principal;attachés territoriaux;Filière administrative
0785;DIRECTEUR DE POLICE MUNICIPALE;POLICE MUNICIPALE;Agents de police municipale;1;TPU1;TPU1;Directeur de police municipale.;directeurs de police municipale;Filière police municipale
0788;GARDIEN DE POLICE MUNICIPALE;POLICE MUNICIPALE;Agents de police municipale;1;TPG1;TPG1;Gardien;agents de police municipale;Filière police municipale
0789;BRIGADIER DE POLICE MUNICIPALE;POLICE MUNICIPALE;Agents de police municipale;1;TPG2;TPG2;Brigadier;agents de police municipale;Filière police municipale
0791;ADJOINT ADMINISTRATIF DE 2EME CLASSE;ADMINISTRATIF;Adjoints administratifs territoriaux;1;TAJ1;TAJ1;Adjoint administratif de 2ème classe;adjoints administratifs territoriaux;Filière administrative
0792;ADJOINT ADMINISTRATIF DE 1ERE CLASSE;ADMINISTRATIF;Adjoints administratifs territoriaux;1;TAJ2;TAJ2;Adjoint administratif de 1ère classe;adjoints administratifs territoriaux;Filière administrative
0793;ADJOINT TECHNIQUE DE 2EME CLASSE;TECHNIQUE;Agents technique territoriaux;1;TTH1;TTH1;Adjoint  technique de 2ème classe;adjoints techniques territoriaux;Filière technique
0794;ADJOINT TECHNIQUE DE 1ERE CLASSE;TECHNIQUE;Agents technique territoriaux;1;TTH2;TTH2;Adjoint  technique de 1ère classe;adjoints techniques territoriaux;Filière technique
0795;ADJOINT TECHNIQUE PRINCIPAL DE 2EME CLASSE;TECHNIQUE;Agents technique territoriaux;1;TTH3;TTH3;Adjoint technique principal de 2ème classe;adjoints techniques territoriaux;Filière technique
0796;ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE;TECHNIQUE;Agents technique territoriaux;1;TTH4;TTH4;Adjoint technique principal de 1ère classe;adjoints techniques territoriaux;Filière technique
0797;ADJOINT D'ANIMATION DE 2EME CLASSE;ANIMATION;Adjoints d animation;1;TNJ1;TNJ1;Adjoint territorial d'animation de 2ème classe;adjoints territoriaux d'animation;Filière animation
0798;ADJOINT D'ANIMATION DE 1ERE CLASSE;ANIMATION;Adjoints d animation;1;TNJ2;TNJ2;Adjoint territorial d'animation de 1ère classe;adjoints territoriaux d'animation;Filière animation
0799;ADJOINT D'ANIMATION PRINCIPAL DE 2EME CLASSE;ANIMATION;Adjoints d animation;1;TNJ3;TNJ3;Adjoint territorial d'animation principal de 2ème classe;adjoints territoriaux d'animation;Filière animation
0801;ADJOINT DU PATRIMOINE DE 2EME CLASSE;CULTUREL;Agents territoriaux du patrimoine;1;TCJ1;TCJ1;Adjoint territorial du patrimoine de 2ème classe;adjoints territoriaux du patrimoine;Filière culturelle
0802;ADJOINT DU PATRIMOINE DE 1ERE CLASSE;CULTUREL;Agents territoriaux du patrimoine;1;TCJ2;TCJ2;Adjoint territorial du patrimoine de 1ère classe;adjoints territoriaux du patrimoine;Filière culturelle
0803;ADJOINT DU PATRIMOINE PRINCIPAL DE 2EME CLASSE;CULTUREL;Agents territoriaux du patrimoine;1;TCJ3;TCJ3;Adjoint territorial du patrimoine principal de 2ème classe;adjoints territoriaux du patrimoine;Filière culturelle
0805;ADJOINT D'ANIMATION PRINCIPAL DE 1ERE CLASSE;ANIMATION;Adjoints d animation;1;TNJ4;TNJ4;Adjoint territorial d'animation principal de 1ère classe;adjoints territoriaux d'animation;Filière animation
0806;ADJOINT DU PATRIMOINE PRINCIPAL DE 1ERE CLASSE;CULTUREL;Agents territoriaux du patrimoine;1;TCJ4;TCJ4;Adjoint territorial du patrimoine principal de 1ère classe;adjoints territoriaux du patrimoine;Filière culturelle
0807;AGENT SOCIAL DE 2EME CLASSE;MEDICO SOCIAL;Agents sociaux territoriaux;1;TMP1;TMP1;Agent social de 2ème classe;agents sociaux territoriaux;Filière sociale
0808;AGENT SOCIAL DE 1ERE CLASSE;MEDICO SOCIAL;Agents sociaux territoriaux;1;TMP2;TMP2;Agent social de 1ère classe;agents sociaux territoriaux;Filière sociale
0809;AGENT SOCIAL PRINCIPAL DE 2EME CLASSE;MEDICO SOCIAL;Agents sociaux territoriaux;1;TMP3;TMP3;Agent social principal de 2ème classe;agents sociaux territoriaux;Filière sociale
0810;AGENT SOCIAL PRINCIPAL DE 1ERE CLASSE;MEDICO SOCIAL;Agents sociaux territoriaux;1;TMP4;TMP4;Agent social principal de 1ère classe;agents sociaux territoriaux;Filière sociale
0811;AGENT SPECIALISE PRINCIPAL DE 2EME CL ECOLES MATERNELLES;MEDICO SOCIAL;Agents territoriaux specialises des ecoles maternelles;1;TMD2;TMD2;Agent spécialisé principal de 2ème classe des écoles maternelles;agents territoriaux spécialisés des écoles maternelles;Filière sociale
0812;AGENT SPECIALISE PRINCIPAL 1ERE CL ECOLES MATERNELLES;MEDICO SOCIAL;Agents territoriaux specialises des ecoles maternelles;1;TMD3;TMD3;Agent spécialisé principal de 1ère classe des écoles maternelles;agents territoriaux spécialisés des écoles maternelles;Filière sociale
0813;AUXILIAIRE DE PUERICULTURE DE 1ERE CL;MEDICO SOCIAL;Auxiliaires de puericulture territoriaux;1;TOJ1;TOJ1;Auxiliaire de puériculture de 1ère classe;auxiliaires de puériculture territoriaux;Filière médico-sociale
0814;AUXILIAIRE DE PUERICULTURE PRINCIPAL DE 2EME CLASSE;MEDICO SOCIAL;Auxiliaires de puericulture territoriaux;1;TOJ2;TOJ2;Auxiliaire de puériculture principal de 2ème classe;auxiliaires de puériculture territoriaux;Filière médico-sociale
0815;AUXILIAIRE DE PUERICULTURE PRINCIPAL DE 1ERE CLASSE;MEDICO SOCIAL;Auxiliaires de puericulture territoriaux;1;TOJ3;TOJ3;Auxiliaire de puériculture principal de 1ère classe;auxiliaires de puériculture territoriaux;Filière médico-sociale
0816;AUXILIAIRE DE SOINS DE 1ERE CLASSE;MEDICO SOCIAL;Auxiliaires de soins territoriaux;1;TOK1;TOK1;Auxiliaire de soins de 1ère classe;auxiliaires de soins territoriaux;Filière médico-sociale
0817;AUXILIAIRE DE SOINS PRINCIPAL DE 2EME CLASSE;MEDICO SOCIAL;Auxiliaires de soins territoriaux;1;TOK2;TOK2;Auxiliaire de soins principal de 2ème classe;auxiliaires de soins territoriaux;Filière médico-sociale
0818;AUXILIAIRE DE SOINS PRINCIPAL DE 1ERE CLASSE;MEDICO SOCIAL;Auxiliaires de soins territoriaux;1;TOK3;TOK3;Auxiliaire de soins principal de 1ère classe;auxiliaires de soins territoriaux;Filière médico-sociale
0819;GARDE CHAMPETRE CHEF PRINCIPAL;POLICE MUNICIPALE;Gardes champetres;1;TPH3;TPH3;Garde-champêtre chef principal;gardes champêtres;Filière police municipale
0820;ADJOINT ADMINISTRATIF * (E05);ADMINISTRATIF;Agents administratifs territoriaux;1;;TAJ1;Adjoint administratif de 2ème classe;adjoints administratifs territoriaux;Filière administrative
0821;ADJOINT ADMINISTRATIF * (E06);ADMINISTRATIF;Agents administratifs territoriaux;1;;TAJ2;Adjoint administratif de 1ère classe;adjoints administratifs territoriaux;Filière administrative
0823;INFIRMIER D'ENCADREMENT DE SPP;INCENDIE ET SECOURS;Sapeurs pompiers professionnels officiers;1;TRA1;TRA1;Infirmier d'encadrement de sapeurs pompiers professionnels;infirmiers d'encadrement de sapeurs-pompiers professionnels;Filière incendie et secours
0824;CADRE SUPERIEUR SOCIO EDUCATIF;PERS SOIGNANT ET EDUCATIF;Cadres socio educatifs;1;2603;2603;Cadre supérieur socio-éducatif;Cadre socio-éducatif;Personnels éducatifs et sociaux
0829;ADJOINT TECHNIQUE 2EME CL ETABTS ENSEIGNT;TECHNIQUE;Agents technique territoriaux;1;TTA1;TTA1;Adjoint technique de 2ème classe;adjoints techniques territoriaux des établissements d'enseignement;Filière technique
0830;ADJOINT TECHNIQUE 1ERE CL ETABTS ENSEIGNT;TECHNIQUE;Agents technique territoriaux;1;TTA2;TTA2;Adjoint technique de 1ère classe;adjoints techniques territoriaux des établissements d'enseignement;Filière technique
0831;ADJOINT TECHNIQUE PRINCIPAL 2EME CL ETABTS ENSEIGNT;TECHNIQUE;Agents technique territoriaux;1;TTA3;TTA3;Adjoint technique principal de 2ème classe;adjoints techniques territoriaux des établissements d'enseignement;Filière technique
0832;ADJOINT TECHNIQUE PRINCIPAL 1ERE CL ETABTS ENSEIGNT;TECHNIQUE;Agents technique territoriaux;1;TTA4;TTA4;Adjoint technique principal de 1ère classe;adjoints techniques territoriaux des établissements d'enseignement;Filière technique
0834;CONTREMAITRE PRINCIPAL (ECHELON SPECIAL);TECHNIQUE;Contremaitres;8;;4116;Agent de maîtrise principal e6;Maîtrise ouvrière;Personnels techniques et ouvriers
0835;CONDUCTEUR AMBULANCIER HORS CAT (ECHELON SPECIAL);TECHNIQUE;Conducteurs ambulanciers;8;;4328;Conducteur ambulancier hors catégorie e6;Conducteur ambulancier;Personnels techniques et ouvriers
0836;CHEF DE GARAGE PRINCIPAL (ECHELON SPECIAL);TECHNIQUE;Chefs de garage;8;;4116;Agent de maîtrise principal e6;Maîtrise ouvrière;Personnels techniques et ouvriers
0837;MAITRE OUVRIER PRINCIPAL (ECHELON SPECIAL);TECHNIQUE;Maitres Ouvriers;8;;4223;Maitre ouvrier principal e6;Personnels ouvriers;Personnels techniques et ouvriers
0839;AIDE SOIGNANT CL NORMALE (E04);AIDE SOIGNANT;Aides soignants;1;3001;3001;Aide soignant de classe normale e4;Aide-soignant et ashq;Personnels des services de soins
0840;AIDE SOIGNANT CL SUPERIEURE (E05);AIDE SOIGNANT;Aides soignants;1;3002;3002;Aide soignant de classe supérieure e5;Aide-soignant et ashq;Personnels des services de soins
0841;AIDE SOIGNANT CL EXCEPT (E06);AIDE SOIGNANT;Aides soignants;1;3003;3003;Aide soignant de classe exceptionnelle e6;Aide-soignant et ashq;Personnels des services de soins
