,date_effet_grille,ib,code_grade_NETNEH,echelon,max_mois,min_mois,moy_mois,libelle_FP,libelle_grade_NEG,code_grade_NEG,code_grade,annee_effet
3309,1994-01-08,294,3143,7,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1994
3310,1994-01-08,302,3143,8,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1994
3311,1994-01-08,311,3143,9,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1994
3312,1994-01-08,321,3143,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1994
3313,1994-01-08,343,3143,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1994
3314,1998-01-04,245,3143,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3315,1998-01-04,253,3143,2,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3316,1998-01-04,260,3143,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3317,1998-01-04,267,3143,4,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3318,1998-01-04,277,3143,5,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3319,1998-01-04,289,3143,6,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3320,1998-01-04,294,3143,7,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3321,1998-01-04,303,3143,8,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3322,1998-01-04,314,3143,9,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3323,1998-01-04,321,3143,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3324,1998-01-04,343,3143,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,1998
3325,2001-10-30,251,3143,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3326,2001-10-30,257,3143,2,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3327,2001-10-30,263,3143,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3328,2001-10-30,274,3143,4,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3329,2001-10-30,290,3143,5,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3330,2001-10-30,301,3143,6,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3331,2001-10-30,311,3143,7,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3332,2001-10-30,324,3143,8,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3333,2001-10-30,333,3143,9,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3334,2001-10-30,347,3143,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3335,2001-10-30,364,3143,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2001
3336,2006-02-27,274,3143,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3337,2006-02-27,280,3143,2,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3338,2006-02-27,290,3143,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3339,2006-02-27,296,3143,4,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3340,2006-02-27,303,3143,5,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3341,2006-02-27,314,3143,6,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3342,2006-02-27,324,3143,7,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3343,2006-02-27,333,3143,8,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3344,2006-02-27,347,3143,9,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3345,2006-02-27,364,3143,10,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3346,2006-01-11,281,3143,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3347,2006-01-11,287,3143,2,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3348,2006-01-11,293,3143,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3349,2006-01-11,298,3143,4,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3350,2006-01-11,305,3143,5,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3351,2006-01-11,314,3143,6,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3352,2006-01-11,324,3143,7,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3353,2006-01-11,333,3143,8,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3354,2006-01-11,347,3143,9,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3355,2006-01-11,364,3143,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3356,2006-01-11,388,3143,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2006
3357,2008-01-07,297,3143,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3358,2008-01-07,298,3143,2,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3359,2008-01-07,299,3143,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3360,2008-01-07,303,3143,4,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3361,2008-01-07,310,3143,5,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3362,2008-01-07,318,3143,6,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3363,2008-01-07,328,3143,7,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3364,2008-01-07,337,3143,8,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3365,2008-01-07,348,3143,9,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3366,2008-01-07,364,3143,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3367,2008-01-07,388,3143,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2008
3368,2014-01-02,330,3143,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3369,2014-01-02,334,3143,2,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3370,2014-01-02,336,3143,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3371,2014-01-02,337,3143,4,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3372,2014-01-02,339,3143,5,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3373,2014-01-02,340,3143,6,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3374,2014-01-02,342,3143,7,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3375,2014-01-02,349,3143,8,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3376,2014-01-02,358,3143,9,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3377,2014-01-02,374,3143,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3378,2014-01-02,393,3143,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2014
3379,2015-01-01,340,3143,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3380,2015-01-01,341,3143,2,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3381,2015-01-01,342,3143,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3382,2015-01-01,343,3143,4,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3383,2015-01-01,347,3143,5,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3384,2015-01-01,348,3143,6,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3385,2015-01-01,351,3143,7,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3386,2015-01-01,356,3143,8,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3387,2015-01-01,364,3143,9,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3388,2015-01-01,380,3143,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3389,2015-01-01,400,3143,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AIDE DE LABORATOIRE DE CLASSE NORMALE(*),113,113,2015
3390,2006-02-27,274,3256,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3391,2006-02-27,280,3256,2,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3392,2006-02-27,290,3256,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3393,2006-02-27,296,3256,4,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3394,2006-02-27,303,3256,5,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3395,2006-02-27,314,3256,6,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3396,2006-02-27,324,3256,7,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3397,2006-02-27,333,3256,8,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3398,2006-02-27,347,3256,9,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3399,2006-02-27,364,3256,10,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3400,2006-01-11,281,3256,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3401,2006-01-11,287,3256,2,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3402,2006-01-11,293,3256,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3403,2006-01-11,298,3256,4,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3404,2006-01-11,305,3256,5,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3405,2006-01-11,314,3256,6,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3406,2006-01-11,324,3256,7,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3407,2006-01-11,333,3256,8,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3408,2006-01-11,347,3256,9,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3409,2006-01-11,364,3256,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3410,2006-01-11,388,3256,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2006
3411,2008-01-07,297,3256,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3412,2008-01-07,298,3256,2,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3413,2008-01-07,299,3256,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3414,2008-01-07,303,3256,4,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3415,2008-01-07,310,3256,5,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3416,2008-01-07,318,3256,6,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3417,2008-01-07,328,3256,7,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3418,2008-01-07,337,3256,8,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3419,2008-01-07,348,3256,9,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3420,2008-01-07,364,3256,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3421,2008-01-07,388,3256,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2008
3422,2014-01-02,330,3256,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3423,2014-01-02,334,3256,2,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3424,2014-01-02,336,3256,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3425,2014-01-02,337,3256,4,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3426,2014-01-02,339,3256,5,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3427,2014-01-02,340,3256,6,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3428,2014-01-02,342,3256,7,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3429,2014-01-02,349,3256,8,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3430,2014-01-02,358,3256,9,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3431,2014-01-02,374,3256,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3432,2014-01-02,393,3256,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2014
3433,2015-01-01,340,3256,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3434,2015-01-01,341,3256,2,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3435,2015-01-01,342,3256,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3436,2015-01-01,343,3256,4,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3437,2015-01-01,347,3256,5,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3438,2015-01-01,348,3256,6,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3439,2015-01-01,351,3256,7,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3440,2015-01-01,356,3256,8,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3441,2015-01-01,364,3256,9,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3442,2015-01-01,380,3256,10,-1,36,48,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3443,2015-01-01,400,3256,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE,773,773,2015
3444,2014-12-28,336,3257,1,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3445,2014-12-28,337,3257,2,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3446,2014-12-28,339,3257,3,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3447,2014-12-28,340,3257,4,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3448,2014-12-28,341,3257,5,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3449,2014-12-28,346,3257,6,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3450,2014-12-28,349,3257,7,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3451,2014-12-28,367,3257,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3452,2014-12-28,379,3257,9,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3453,2014-12-28,400,3257,10,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3454,2014-12-28,416,3257,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3455,2014-12-28,424,3257,12,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2014
3456,2015-01-01,342,3257,1,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3457,2015-01-01,343,3257,2,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3458,2015-01-01,347,3257,3,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3459,2015-01-01,348,3257,4,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3460,2015-01-01,349,3257,5,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3461,2015-01-01,352,3257,6,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3462,2015-01-01,356,3257,7,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3463,2015-01-01,374,3257,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3464,2015-01-01,386,3257,9,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3465,2015-01-01,409,3257,10,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3466,2015-01-01,422,3257,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3467,2015-01-01,432,3257,12,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,AGENT SERV HOSP QUALIFIE CLASSE SUPERIEUR,1112,1112,2015
3468,2007-08-08,290,4115,1,-1,12,12,FONCTION PUBLIQUE HOSPITALIERE,AGENT DE MAITRISE,858,858,2007
3469,2007-08-08,298,4115,2,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT DE MAITRISE,858,858,2007
3470,2007-08-08,307,4115,3,-1,18,24,FONCTION PUBLIQUE HOSPITALIERE,AGENT DE MAITRISE,858,858,2007
3471,2007-08-08,321,4115,4,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT DE MAITRISE,858,858,2007
3472,2007-08-08,334,4115,5,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT DE MAITRISE,858,858,2007
3473,2007-08-08,347,4115,6,-1,24,36,FONCTION PUBLIQUE HOSPITALIERE,AGENT DE MAITRISE,858,858,2007
